,INSCRITOS,VIDEOS,VIEWS_CANAL,CANAL,TITULO,URL,DATA,DESCRICAO,IDCANAL,ID VIDEO,VISUALIZACAO,LIKES,COMENARIOS
10,1950000     ,8117,430226203,TV Palmeiras/FAM,DR. PEDRO PONTIN E DANIEL GONÇALVES | PALMEIRAS CAST #20,"{'default': {'url': 'https://i.ytimg.com/vi/rsVafC17bhc/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/rsVafC17bhc/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/rsVafC17bhc/hqdefault.jpg', 'width': 480, 'height': 360}, 'standard': {'url': 'https://i.ytimg.com/vi/rsVafC17bhc/sddefault.jpg', 'width': 640, 'height': 480}, 'maxres': {'url': 'https://i.ytimg.com/vi/rsVafC17bhc/maxresdefault.jpg', 'width': 1280, 'height': 720}}",2023-04-07T20:38:45Z,"No dia mundial da saúde recebemos representantes do Núcleo de Saúde e Performance do Palmeiras para o 20º episódio do Palmeiras Cast.
-----------
CONTEÚDO POWERED BY CANON
-----------
Inscreva-se aqui na TV PALMEIRAS/FAM:
http://bit.ly/TVPalmeiras
-----------
Siga o Verdão nas redes sociais! 
Facebook: http://facebook.com/Palmeiras
Instagram: http://Instagram.com/Palmeiras
Twitter: https://twitter.com/Palmeiras
TikTok: https://tiktok.com/Palmeiras
-------------
#palmeirascast #tvpalmeiras #verdão",UCBKc-rPDivvwFiWdG-81wxw,rsVafC17bhc,15742,1661,33
11,1950000     ,8117,430226203,TV Palmeiras/FAM,BRUNO E STELLA VICARI | PALMEIRAS CAST #19,"{'default': {'url': 'https://i.ytimg.com/vi/xPURlLtim2Y/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/xPURlLtim2Y/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/xPURlLtim2Y/hqdefault.jpg', 'width': 480, 'height': 360}, 'standard': {'url': 'https://i.ytimg.com/vi/xPURlLtim2Y/sddefault.jpg', 'width': 640, 'height': 480}, 'maxres': {'url': 'https://i.ytimg.com/vi/xPURlLtim2Y/maxresdefault.jpg', 'width': 1280, 'height': 720}}",2023-03-31T21:40:50Z,"O Palmeiras Cast 19 é com o apresentador Bruno Vicari, da ESPN Brasil, e sua filha Stella. 
CONTEÚDO POWERED BY CANON
-----------
Inscreva-se aqui na TV PALMEIRAS/FAM:
http://bit.ly/TVPalmeiras
-----------
Siga o Verdão nas redes sociais! 
Facebook: http://facebook.com/Palmeiras
Instagram: http://Instagram.com/Palmeiras
Twitter: https://twitter.com/Palmeiras
TikTok: https://tiktok.com/Palmeiras
-------------
#palmeiras #tvpalmeiras #brunovicari #palmeirascast #podcast",UCBKc-rPDivvwFiWdG-81wxw,xPURlLtim2Y,109332,7764,238
12,1950000     ,8117,430226203,TV Palmeiras/FAM,"MARCOS CHIESA, O BOLA | PALMEIRAS CAST #18","{'default': {'url': 'https://i.ytimg.com/vi/WDLdxUdyRiY/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/WDLdxUdyRiY/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/WDLdxUdyRiY/hqdefault.jpg', 'width': 480, 'height': 360}, 'standard': {'url': 'https://i.ytimg.com/vi/WDLdxUdyRiY/sddefault.jpg', 'width': 640, 'height': 480}, 'maxres': {'url': 'https://i.ytimg.com/vi/WDLdxUdyRiY/maxresdefault.jpg', 'width': 1280, 'height': 720}}",2023-03-24T11:50:39Z,"O comediante palmeirense Marcos Chiesa, o Bola, hoje é titular do @Ticaraticast. Ele é o convidado desta semana no Palmeiras Cast.
-----------
CONTEÚDO POWERED BY CANON
-----------
Inscreva-se aqui na TV PALMEIRAS/FAM:
http://bit.ly/TVPalmeiras
-----------
Siga o Verdão nas redes sociais! 
Facebook: http://facebook.com/Palmeiras
Instagram: http://Instagram.com/Palmeiras
Twitter: https://twitter.com/Palmeiras
TikTok: https://tiktok.com/Palmeiras
-------------
#palmeiras #tvpalmeiras #marcoschiesa #bola",UCBKc-rPDivvwFiWdG-81wxw,WDLdxUdyRiY,70042,5754,197
13,1950000     ,8117,430226203,TV Palmeiras/FAM,THIAGO VENTURA | PALMEIRAS CAST #17,"{'default': {'url': 'https://i.ytimg.com/vi/ORhJCKXm7-k/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/ORhJCKXm7-k/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/ORhJCKXm7-k/hqdefault.jpg', 'width': 480, 'height': 360}, 'standard': {'url': 'https://i.ytimg.com/vi/ORhJCKXm7-k/sddefault.jpg', 'width': 640, 'height': 480}}",2023-03-19T14:05:48Z,"O comediante palmeirense @othiagoventura é o convidado desta semana no Palmeiras Cast.
-----------
CONTEÚDO POWERED BY CANON
-----------
Inscreva-se aqui na TV PALMEIRAS/FAM:
http://bit.ly/TVPalmeiras
-----------
Siga o Verdão nas redes sociais! 
Facebook: http://facebook.com/Palmeiras
Instagram: http://Instagram.com/Palmeiras
Twitter: https://twitter.com/Palmeiras
TikTok: https://tiktok.com/Palmeiras
-------------
#palmeiras #tvpalmeiras #thiagoventura",UCBKc-rPDivvwFiWdG-81wxw,ORhJCKXm7-k,111236,7834,166
14,1950000     ,8117,430226203,TV Palmeiras/FAM,WEVERTON | PALMEIRAS CAST #16,"{'default': {'url': 'https://i.ytimg.com/vi/ShmceoDkPcg/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/ShmceoDkPcg/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/ShmceoDkPcg/hqdefault.jpg', 'width': 480, 'height': 360}, 'standard': {'url': 'https://i.ytimg.com/vi/ShmceoDkPcg/sddefault.jpg', 'width': 640, 'height': 480}, 'maxres': {'url': 'https://i.ytimg.com/vi/ShmceoDkPcg/maxresdefault.jpg', 'width': 1280, 'height': 720}}",2023-03-10T22:31:33Z,"Weverton é o entrevistado do Palmeiras Cast nesta semana. 
-----------
CONTEÚDO POWERED BY CANON
-----------
Inscreva-se aqui na TV PALMEIRAS/FAM:
http://bit.ly/TVPalmeiras
-----------
Siga o Verdão nas redes sociais! 
Facebook: http://facebook.com/Palmeiras
Instagram: http://Instagram.com/Palmeiras
Twitter: https://twitter.com/Palmeiras
TikTok: https://tiktok.com/Palmeiras
-------------
#palmeiras #palmeirascast #weverton #podcast",UCBKc-rPDivvwFiWdG-81wxw,ShmceoDkPcg,92559,5587,258
15,1950000     ,8117,430226203,TV Palmeiras/FAM,MONJA COEN | PALMEIRAS CAST #15,"{'default': {'url': 'https://i.ytimg.com/vi/vgiTgUp_hn8/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/vgiTgUp_hn8/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/vgiTgUp_hn8/hqdefault.jpg', 'width': 480, 'height': 360}, 'standard': {'url': 'https://i.ytimg.com/vi/vgiTgUp_hn8/sddefault.jpg', 'width': 640, 'height': 480}, 'maxres': {'url': 'https://i.ytimg.com/vi/vgiTgUp_hn8/maxresdefault.jpg', 'width': 1280, 'height': 720}}",2023-03-03T20:31:49Z,"Um papo especial sobre futebol, comportamento e vida com a Monja Coen no Palmeiras Cast.
-----------
CONTEÚDO POWERED BY CANON
-----------
Inscreva-se aqui na TV PALMEIRAS/FAM:
http://bit.ly/TVPalmeiras
-----------
Siga o Verdão nas redes sociais! 
Facebook: http://facebook.com/Palmeiras
Instagram: http://Instagram.com/Palmeiras
Twitter: https://twitter.com/Palmeiras
TikTok: https://tiktok.com/Palmeiras
-------------
#palmeiras #tvpalmeiras #verdão",UCBKc-rPDivvwFiWdG-81wxw,vgiTgUp_hn8,65851,3247,171
16,1950000     ,8117,430226203,TV Palmeiras/FAM,GABRIEL MENINO | PALMEIRAS CAST #14,"{'default': {'url': 'https://i.ytimg.com/vi/AcfaqMVaopk/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/AcfaqMVaopk/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/AcfaqMVaopk/hqdefault.jpg', 'width': 480, 'height': 360}, 'standard': {'url': 'https://i.ytimg.com/vi/AcfaqMVaopk/sddefault.jpg', 'width': 640, 'height': 480}, 'maxres': {'url': 'https://i.ytimg.com/vi/AcfaqMVaopk/maxresdefault.jpg', 'width': 1280, 'height': 720}}",2023-02-24T22:18:42Z,"Gabriel Menino é o entrevistado do Palmeiras Cast nesta semana. 
-----------
CONTEÚDO POWERED BY CANON
-----------
Inscreva-se aqui na TV PALMEIRAS/FAM:
http://bit.ly/TVPalmeiras
-----------
Siga o Verdão nas redes sociais! 
Facebook: http://facebook.com/Palmeiras
Instagram: http://Instagram.com/Palmeiras
Twitter: https://twitter.com/Palmeiras
TikTok: https://tiktok.com/Palmeiras
-------------
#palmeiras #palmeirascast #gabrielmenino #canon",UCBKc-rPDivvwFiWdG-81wxw,AcfaqMVaopk,99523,6442,204
17,1950000     ,8117,430226203,TV Palmeiras/FAM,CÍCERO SOUZA | PALMEIRAS CAST #13,"{'default': {'url': 'https://i.ytimg.com/vi/MQ3CDB6HYrc/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/MQ3CDB6HYrc/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/MQ3CDB6HYrc/hqdefault.jpg', 'width': 480, 'height': 360}, 'standard': {'url': 'https://i.ytimg.com/vi/MQ3CDB6HYrc/sddefault.jpg', 'width': 640, 'height': 480}, 'maxres': {'url': 'https://i.ytimg.com/vi/MQ3CDB6HYrc/maxresdefault.jpg', 'width': 1280, 'height': 720}}",2023-02-17T21:07:06Z,"O convidado desta edição é o gerente de futebol do Palmeiras, Cícero Souza.
-----------
CONTEÚDO POWERED BY CANON
-----------
Inscreva-se aqui na TV PALMEIRAS/FAM:
http://bit.ly/TVPalmeiras
-----------
Siga o Verdão nas redes sociais! 
Facebook: http://facebook.com/Palmeiras
Instagram: http://Instagram.com/Palmeiras
Twitter: https://twitter.com/Palmeiras
TikTok: https://tiktok.com/Palmeiras
-------------
#palmeiras #palmeirascast #cícerosouza #futebol #podcast",UCBKc-rPDivvwFiWdG-81wxw,MQ3CDB6HYrc,221158,6122,264
18,1950000     ,8117,430226203,TV Palmeiras/FAM,MARCIO DONATO | PALMEIRAS CAST #12,"{'default': {'url': 'https://i.ytimg.com/vi/YcPeSu8X18w/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/YcPeSu8X18w/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/YcPeSu8X18w/hqdefault.jpg', 'width': 480, 'height': 360}, 'standard': {'url': 'https://i.ytimg.com/vi/YcPeSu8X18w/sddefault.jpg', 'width': 640, 'height': 480}, 'maxres': {'url': 'https://i.ytimg.com/vi/YcPeSu8X18w/maxresdefault.jpg', 'width': 1280, 'height': 720}}",2023-02-11T13:39:11Z,"O convidado desta edição é o humorista Marcio Donato, do grupo @4AMIGOSSTANDUPCOMEDY.
CONTEÚDO POWERED BY CANON
-----------
Inscreva-se aqui na TV PALMEIRAS/FAM:
http://bit.ly/TVPalmeiras
-----------
Siga o Verdão nas redes sociais! 
Facebook: http://facebook.com/Palmeiras
Instagram: http://Instagram.com/Palmeiras
Twitter: https://twitter.com/Palmeiras
TikTok: https://tiktok.com/Palmeiras
-------------
#palmeiras #tvpalmeiras #marciodonato #4amigos",UCBKc-rPDivvwFiWdG-81wxw,YcPeSu8X18w,46104,2353,47
19,1950000     ,8117,430226203,TV Palmeiras/FAM,GUSTAVO GÓMEZ | PALMEIRAS CAST #11,"{'default': {'url': 'https://i.ytimg.com/vi/MgbMBhDx7Kw/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/MgbMBhDx7Kw/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/MgbMBhDx7Kw/hqdefault.jpg', 'width': 480, 'height': 360}, 'standard': {'url': 'https://i.ytimg.com/vi/MgbMBhDx7Kw/sddefault.jpg', 'width': 640, 'height': 480}, 'maxres': {'url': 'https://i.ytimg.com/vi/MgbMBhDx7Kw/maxresdefault.jpg', 'width': 1280, 'height': 720}}",2023-02-04T13:44:38Z,"O capitão do Palmeiras Gustavo Gómez é o convidado da semana no Palmeiras Cast.
CONTEÚDO POWERED BY CANON
-----------
Inscreva-se aqui na TV PALMEIRAS/FAM:
http://bit.ly/TVPalmeiras
-----------
Siga o Verdão nas redes sociais! 
Facebook: http://facebook.com/Palmeiras
Instagram: http://Instagram.com/Palmeiras
Twitter: https://twitter.com/Palmeiras
TikTok: https://tiktok.com/Palmeiras
-------------
#palmeiras #palmeirascast #gustavogomez #rudylanducci #raphaelveiga #lanus #podcast",UCBKc-rPDivvwFiWdG-81wxw,MgbMBhDx7Kw,237161,12599,476
